,Date (America/Chicago),"Maschhoff_HOTC_C_RM7 Temp shock - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 Temp (°C) - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM8 Temp shock - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 Temp (°C) - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_EC_RM7 Temp shock - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 Temp (°C) - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM8 Temp shock - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 Temp (°C) - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EE_RM7 Temp shock - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 Temp (°C) - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM8 Temp shock - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 Temp (°C) - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_WC_RM7 Temp shock - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 Temp (°C) - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM8 Temp shock - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 Temp (°C) - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WW_RM7 Temp shock - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 Temp (°C) - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM8 Temp shock - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 Temp (°C) - data
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - data
 (MO202201-TTDCTLQN)"
373,2022-02-16,green,19.0,green,94.0,green,19.5,green,97.0,green,16.5,green,95.0,green,17.0,green,95.0,green,16.5,green,89.0,yellow,17.0,green,91.0,green,17.5,green,98.0,green,20.5,green,97.0,green,20.0,green,98.0,green,21.0,green,99.0
374,2022-02-17,red,18.0,green,92.0,red,17.5,green,97.0,yellow,14.5,green,86.0,yellow,15.5,green,94.0,green,15.5,green,88.0,red,18.0,green,92.0,green,16.0,green,97.0,red,19.0,green,99.0,green,18.5,green,93.0,red,19.0,green,97.0
375,2022-02-18,green,18.0,green,97.0,green,18.0,green,97.0,green,14.5,green,84.0,green,15.0,green,93.0,green,17.0,green,93.0,green,19.5,green,90.0,green,13.5,green,93.0,green,17.0,green,99.0,green,15.5,green,89.0,green,17.5,green,92.0
376,2022-02-19,green,16.5,green,94.0,green,17.5,green,97.0,green,15.5,green,90.0,green,16.5,green,97.0,green,16.5,green,92.0,green,19.5,green,97.0,green,16.5,green,97.0,green,18.5,green,96.0,green,18.0,green,92.0,green,19.0,green,92.0
377,2022-02-20,green,17.5,green,93.0,green,18.0,green,98.0,green,15.5,green,93.0,yellow,16.0,green,90.0,green,16.5,green,93.0,yellow,17.5,green,91.0,green,16.5,green,99.0,green,19.0,green,96.0,green,18.5,green,95.0,yellow,19.0,green,97.0
378,2022-02-21,green,18.0,green,91.0,green,19.5,green,97.0,green,16.5,green,91.0,green,16.5,green,92.0,green,16.5,green,91.0,green,18.5,green,87.0,green,17.5,green,97.0,green,20.0,green,99.0,green,20.0,green,97.0,green,20.5,green,97.0
379,2022-02-22,green,18.5,green,91.0,green,19.0,green,95.0,green,17.5,green,93.0,yellow,16.0,green,93.0,green,17.0,green,92.0,yellow,16.5,green,85.0,green,17.5,green,99.0,green,19.5,green,97.0,green,19.0,green,90.0,green,20.0,green,96.0
380,2022-02-23,red,19.0,green,93.0,green,17.5,green,93.0,yellow,18.5,green,96.0,green,16.0,green,88.0,red,21.5,green,93.0,green,16.5,green,91.0,green,14.5,green,99.0,green,17.5,green,93.0,green,14.0,green,88.0,green,15.5,green,92.0
381,2022-02-24,green,17.5,green,91.0,green,16.5,green,92.0,green,17.0,green,92.0,green,16.5,green,88.0,green,19.5,green,93.0,green,17.5,green,84.0,green,15.0,green,99.0,green,17.0,green,93.0,green,14.5,green,91.0,green,16.5,green,91.0
382,2022-02-25,red,18.5,green,94.0,green,15.0,green,99.0,red,18.0,green,96.0,green,15.0,green,89.0,red,21.5,green,93.0,green,16.5,green,82.0,green,14.0,green,96.0,green,15.5,green,99.0,green,14.0,green,85.0,yellow,17.0,green,97.0
383,2022-02-26,red,18.0,green,97.0,green,15.5,green,96.0,red,18.0,green,97.0,green,15.5,green,92.0,red,21.5,green,98.0,green,16.5,green,88.0,green,15.0,green,99.0,green,15.5,green,97.0,green,14.5,green,91.0,yellow,17.5,green,91.0
384,2022-02-27,green,18.0,green,87.0,green,16.0,green,98.0,green,18.0,green,97.0,green,16.0,green,94.0,green,19.5,green,94.0,green,17.0,green,96.0,green,15.0,green,94.0,green,16.0,green,97.0,green,15.0,green,91.0,green,17.5,green,91.0
385,2022-02-28,green,17.5,green,91.0,green,17.0,green,93.0,green,17.5,green,99.0,green,16.0,green,89.0,green,18.0,green,95.0,green,17.5,green,88.0,green,16.0,green,97.0,green,17.0,green,97.0,green,16.0,green,93.0,green,17.5,green,92.0
386,2022-03-01,green,18.0,green,89.0,green,17.5,green,96.0,green,17.5,green,92.0,yellow,17.5,green,91.0,yellow,18.0,green,93.0,green,18.5,green,92.0,yellow,16.5,green,99.0,green,18.5,green,98.0,green,17.5,green,94.0,green,18.5,green,96.0
387,2022-03-02,green,19.0,green,96.0,green,18.5,green,97.0,yellow,18.5,green,95.0,yellow,18.5,green,89.0,yellow,19.5,green,92.0,green,19.5,green,88.0,yellow,18.0,green,99.0,green,19.5,green,99.0,yellow,19.0,green,95.0,yellow,19.5,green,96.0
388,2022-03-03,red,17.0,green,93.0,green,16.5,green,93.0,red,16.0,green,94.0,green,16.0,green,86.0,red,17.0,green,92.0,green,18.0,green,93.0,green,16.0,green,95.0,green,18.0,green,98.0,green,17.0,green,96.0,green,17.5,green,95.0
389,2022-03-04,green,18.5,green,89.0,green,16.5,green,99.0,green,17.0,green,97.0,green,16.0,green,91.0,green,19.5,green,94.0,green,17.5,green,86.0,green,15.5,green,97.0,green,17.5,green,96.0,green,16.5,green,92.0,green,17.5,green,97.0
390,2022-03-05,green,19.0,green,89.0,green,19.0,green,98.0,green,18.0,green,93.0,green,18.5,green,92.0,green,19.0,green,93.0,green,19.5,green,92.0,green,18.0,green,98.0,green,19.5,green,99.0,green,19.0,green,97.0,green,20.0,green,97.0
391,2022-03-06,green,18.0,green,96.0,green,17.0,green,96.0,green,16.0,green,94.0,green,15.5,green,89.0,green,17.0,green,92.0,green,18.0,green,87.0,green,16.0,green,99.0,green,18.5,green,96.0,green,18.0,green,96.0,green,18.0,green,99.0
392,2022-03-07,red,18.5,green,93.0,green,15.5,green,99.0,red,17.0,green,95.0,green,16.0,green,92.0,red,19.5,green,95.0,green,17.5,green,86.0,green,14.0,green,97.0,green,16.5,green,99.0,green,15.5,green,87.0,yellow,16.0,green,94.0
393,2022-03-08,red,21.0,green,97.0,green,15.5,green,99.0,red,19.0,green,94.0,green,15.5,green,87.0,red,22.5,green,97.0,green,15.5,green,86.0,green,15.0,green,99.0,green,16.5,green,97.0,green,14.5,green,97.0,red,17.0,green,97.0
394,2022-03-09,red,20.5,green,85.0,green,16.0,green,99.0,red,19.0,green,96.0,green,15.0,green,91.0,red,22.0,green,98.0,green,15.5,green,88.0,green,15.5,green,99.0,green,15.5,green,97.0,green,14.0,green,98.0,red,14.5,green,99.0
395,2022-03-10,red,22.0,green,98.0,yellow,15.0,green,99.0,red,20.0,green,99.0,yellow,14.0,green,98.0,red,24.5,green,99.0,yellow,15.0,green,98.0,yellow,14.5,green,99.0,yellow,15.0,green,99.0,yellow,13.5,green,99.0,red,17.5,green,99.0
396,2022-03-11,red,16.5,green,98.0,green,9.0,green,99.0,red,15.0,green,98.0,yellow,8.5,green,96.0,red,19.5,green,99.0,green,9.0,green,96.0,green,8.5,green,97.0,green,9.0,green,98.0,green,7.5,green,98.0,yellow,12.5,green,98.0
397,2022-03-12,red,16.5,green,98.0,green,8.5,green,99.0,red,16.0,green,98.0,yellow,9.5,green,98.0,red,19.0,green,99.0,green,9.0,green,96.0,yellow,10.5,green,97.0,green,8.5,green,97.0,green,8.5,green,98.0,green,9.5,green,99.0
398,2022-03-13,green,15.5,green,96.0,green,11.0,green,98.0,green,15.0,green,96.0,green,10.5,green,98.0,green,17.0,green,99.0,green,11.5,green,96.0,yellow,10.5,green,97.0,green,10.5,green,98.0,green,11.0,green,99.0,green,10.0,green,99.0
399,2022-03-14,blue,10.5,blue,,blue,9.5,blue,,blue,9.5,blue,,blue,9.0,blue,,blue,10.5,blue,,blue,10.0,blue,,blue,8.5,blue,,blue,8.5,blue,,blue,9.0,blue,,blue,8.5,blue,
400,2022-03-15,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
401,2022-03-16,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
402,2022-03-17,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
403,2022-03-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
404,2022-03-19,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
405,2022-03-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
406,2022-03-21,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
407,2022-03-22,red,37.0,blue,,green,17.0,blue,,blue,,blue,,green,16.5,blue,,red,32.5,blue,,green,18.0,blue,,red,42.5,blue,,green,17.0,blue,,yellow,28.0,blue,,green,17.5,blue,
408,2022-03-23,red,37.5,green,84.0,green,17.5,green,99.0,blue,,blue,,green,17.0,green,97.0,red,34.0,green,95.0,green,18.0,green,98.0,red,41.0,green,76.0,green,17.0,green,99.0,yellow,28.5,green,79.0,green,17.5,green,99.0
409,2022-03-24,red,37.5,green,97.0,green,15.5,green,98.0,blue,,blue,,green,15.5,green,99.0,red,33.5,green,97.0,green,16.0,green,99.0,red,41.0,green,94.0,green,15.0,green,97.0,yellow,28.5,green,85.0,green,15.5,green,99.0
410,2022-03-25,red,34.0,green,84.0,green,16.0,green,97.0,red,31.0,blue,,green,15.5,green,98.0,red,31.5,green,86.0,green,16.0,green,96.0,red,37.0,green,84.0,green,15.5,green,98.0,yellow,27.5,green,79.0,green,16.0,green,98.0
411,2022-03-26,red,34.5,green,85.0,green,15.0,green,96.0,red,32.5,green,89.0,green,15.0,green,97.0,red,32.5,green,84.0,green,15.5,green,98.0,red,38.5,green,83.0,green,15.0,green,97.0,yellow,27.0,green,72.0,green,16.0,green,99.0
412,2022-03-27,red,33.5,green,83.0,green,15.5,green,97.0,red,30.5,green,92.0,green,15.0,green,97.0,red,31.5,green,84.0,green,16.5,green,97.0,red,37.0,green,84.0,green,15.5,green,97.0,red,27.5,green,67.0,green,16.0,green,97.0
413,2022-03-28,red,32.0,green,86.0,green,16.0,green,98.0,red,30.5,green,97.0,green,15.0,green,97.0,red,31.0,green,91.0,green,16.5,green,98.0,red,36.0,green,89.0,green,16.0,green,98.0,yellow,27.5,green,73.0,green,16.5,green,99.0
414,2022-03-29,red,32.5,green,81.0,green,17.0,green,98.0,red,29.5,green,89.0,yellow,17.5,green,96.0,red,30.5,green,78.0,green,18.5,green,97.0,red,35.5,green,78.0,green,17.5,green,97.0,yellow,27.0,green,65.0,green,18.5,green,99.0
415,2022-03-30,red,29.0,green,80.0,green,25.0,green,99.0,red,27.0,green,78.0,green,26.0,green,98.0,red,28.0,green,67.0,green,27.5,green,97.0,red,28.5,green,69.0,green,25.5,green,97.0,green,27.0,yellow,57.0,yellow,26.5,green,99.0
416,2022-03-31,red,32.0,green,82.0,green,26.0,green,99.0,red,30.0,green,84.0,green,27.0,green,99.0,red,30.0,green,68.0,green,27.0,green,99.0,red,33.5,green,76.0,red,25.5,green,99.0,yellow,26.5,green,73.0,green,25.5,green,99.0
417,2022-04-01,red,30.0,green,82.0,red,25.0,green,99.0,red,28.0,green,87.0,yellow,26.5,green,98.0,red,29.0,green,62.0,green,27.5,green,99.0,red,30.0,green,69.0,green,26.0,green,95.0,yellow,26.5,green,65.0,green,25.5,green,96.0
418,2022-04-02,red,29.5,green,82.0,red,24.0,green,99.0,red,27.5,green,80.0,yellow,26.0,green,98.0,red,28.5,yellow,60.0,green,28.0,green,98.0,red,30.0,green,65.0,green,26.0,green,94.0,yellow,26.5,green,66.0,green,27.0,green,97.0
419,2022-04-03,red,29.0,green,83.0,green,25.5,green,99.0,yellow,27.0,green,82.0,green,26.0,green,97.0,red,28.0,yellow,60.0,green,28.0,green,98.0,yellow,28.5,green,65.0,green,25.5,green,83.0,green,27.0,green,68.0,green,27.0,green,89.0
420,2022-04-04,red,28.0,green,82.0,green,25.5,green,99.0,yellow,26.5,green,86.0,green,26.0,green,99.0,red,27.5,green,68.0,blue,28.0,blue,,red,27.5,green,64.0,green,26.0,green,85.0,green,27.0,green,67.0,green,27.0,green,96.0
421,2022-04-05,green,27.5,green,89.0,green,26.0,green,99.0,yellow,26.5,green,86.0,green,26.0,green,95.0,green,27.5,green,69.0,blue,,blue,,red,27.5,green,69.0,green,26.5,green,80.0,green,26.5,green,68.0,green,27.5,green,92.0
422,2022-04-06,red,28.0,green,86.0,yellow,25.0,green,99.0,red,26.5,green,88.0,yellow,26.0,green,86.0,red,27.5,green,68.0,blue,,blue,,red,28.0,green,77.0,green,26.5,green,91.0,green,26.0,green,71.0,green,27.0,green,95.0
423,2022-04-07,red,29.0,green,95.0,yellow,24.0,green,99.0,red,27.5,green,94.0,yellow,25.5,green,87.0,red,28.5,green,75.0,blue,,blue,,red,30.5,green,81.0,yellow,27.0,green,96.0,green,25.0,green,74.0,green,26.0,green,97.0
424,2022-04-08,red,30.5,green,89.0,yellow,22.5,green,99.0,red,28.0,green,91.0,yellow,25.5,green,94.0,red,29.5,green,76.0,blue,,blue,,red,32.5,green,83.0,yellow,27.5,green,97.0,green,25.0,green,81.0,green,24.0,green,99.0
425,2022-04-09,red,28.0,green,86.0,green,24.5,green,99.0,red,26.5,green,91.0,green,26.0,green,92.0,red,28.0,green,74.0,blue,,blue,,red,29.5,green,83.0,green,26.5,green,97.0,green,25.0,green,81.0,green,26.0,green,97.0
426,2022-04-10,green,28.0,green,91.0,green,25.5,green,96.0,green,26.0,green,91.0,green,26.5,green,82.0,green,27.0,green,71.0,blue,,blue,,green,28.0,green,85.0,green,27.5,green,92.0,green,25.5,green,83.0,green,27.0,green,92.0
427,2022-04-11,green,26.5,green,84.0,green,24.5,green,98.0,green,25.5,green,88.0,green,26.0,green,76.0,green,26.5,green,67.0,blue,,blue,,green,26.0,green,84.0,green,26.5,green,89.0,green,26.0,green,84.0,green,26.5,green,86.0
428,2022-04-12,green,26.5,green,85.0,green,25.0,green,92.0,green,25.0,green,94.0,green,26.5,green,68.0,green,26.0,green,68.0,blue,,blue,,green,25.5,green,85.0,green,27.0,green,80.0,green,26.0,green,84.0,green,27.5,green,84.0
429,2022-04-13,green,26.0,green,86.0,yellow,24.5,green,88.0,green,25.0,green,92.0,green,26.0,green,73.0,green,25.5,green,72.0,blue,,blue,,green,23.5,green,88.0,green,27.0,green,85.0,green,24.5,green,92.0,green,27.0,green,92.0
430,2022-04-14,green,25.5,green,91.0,green,23.0,green,98.0,green,24.5,green,95.0,green,25.0,green,85.0,green,25.5,green,75.0,blue,,blue,,green,24.5,green,84.0,green,25.5,green,95.0,green,24.5,green,85.0,green,25.5,green,95.0
431,2022-04-15,green,25.0,green,77.0,green,23.5,green,97.0,green,24.5,green,94.0,yellow,25.0,green,82.0,green,25.5,green,73.0,blue,,blue,,green,24.5,green,76.0,green,25.5,green,91.0,green,24.5,green,82.0,green,25.5,green,92.0
432,2022-04-16,green,25.0,green,80.0,green,23.0,green,98.0,green,24.0,green,93.0,green,24.5,green,84.0,green,25.0,green,73.0,blue,,blue,,green,24.0,green,69.0,green,25.0,green,94.0,green,24.0,green,75.0,green,25.0,green,94.0
433,2022-04-17,green,24.5,green,76.0,green,22.5,green,99.0,green,23.0,green,93.0,green,24.0,green,79.0,green,24.5,green,65.0,blue,,blue,,green,24.0,green,68.0,green,24.5,green,89.0,green,24.0,green,69.0,green,25.0,green,91.0
434,2022-04-18,green,24.0,green,75.0,green,22.0,green,99.0,green,24.0,green,88.0,yellow,23.5,green,83.0,green,24.5,yellow,57.0,blue,,blue,,green,23.5,green,64.0,green,24.5,green,94.0,green,23.5,green,61.0,green,25.0,green,97.0
435,2022-04-19,green,24.0,green,69.0,green,22.0,green,98.0,green,23.0,green,91.0,green,23.5,green,83.0,green,24.0,yellow,54.0,blue,,blue,,yellow,22.5,green,71.0,green,24.5,green,92.0,green,23.0,yellow,56.0,green,25.0,green,92.0
436,2022-04-20,green,24.0,yellow,59.0,green,22.0,green,91.0,green,23.5,green,83.0,green,24.0,green,74.0,green,24.0,yellow,60.0,blue,,blue,,green,23.5,green,62.0,green,24.5,green,77.0,green,24.0,green,65.0,green,24.5,green,75.0
437,2022-04-21,green,25.0,yellow,59.0,green,24.0,green,85.0,green,23.5,green,76.0,green,24.5,green,73.0,green,24.0,red,37.0,blue,,blue,,yellow,23.5,green,66.0,green,25.5,green,77.0,yellow,24.5,green,79.0,green,25.5,green,82.0
438,2022-04-22,green,26.0,yellow,59.0,yellow,25.0,green,84.0,green,24.5,green,81.0,yellow,25.5,green,74.0,green,25.0,red,39.0,blue,,blue,,yellow,24.0,green,75.0,yellow,26.0,green,79.0,green,25.0,green,95.0,green,26.5,green,91.0
439,2022-04-23,green,26.5,yellow,58.0,yellow,25.0,green,93.0,green,25.0,green,83.0,green,25.5,green,78.0,green,25.0,red,36.0,blue,,blue,,green,25.0,green,79.0,green,26.0,green,89.0,green,26.0,green,97.0,green,26.5,green,98.0
440,2022-04-24,green,26.0,green,66.0,yellow,24.0,green,93.0,green,24.0,green,80.0,yellow,23.5,green,80.0,green,24.0,red,38.0,blue,,blue,,yellow,25.0,green,82.0,yellow,25.0,green,88.0,green,26.0,green,99.0,green,26.0,green,99.0
441,2022-04-25,green,25.0,green,65.0,green,22.5,green,82.0,green,23.5,green,79.0,green,24.0,green,68.0,green,24.0,red,38.0,blue,,blue,,yellow,21.5,green,73.0,green,24.5,green,74.0,green,23.0,green,84.0,green,24.5,green,77.0
442,2022-04-26,green,24.5,green,64.0,green,21.5,green,85.0,green,23.5,green,78.0,green,22.5,green,67.0,green,24.0,red,38.0,blue,,blue,,yellow,22.5,green,72.0,green,23.5,green,66.0,green,23.5,yellow,42.0,green,23.5,yellow,43.0
443,2022-04-27,green,24.5,green,62.0,green,22.0,green,86.0,green,23.5,green,75.0,green,23.0,green,65.0,green,23.5,red,34.0,blue,,blue,,red,23.0,green,74.0,green,24.0,green,66.0,yellow,24.0,green,76.0,green,24.5,yellow,58.0
444,2022-04-28,green,25.0,yellow,58.0,green,22.5,yellow,42.0,green,23.5,green,68.0,green,23.0,green,64.0,green,23.5,red,32.0,blue,,blue,,yellow,22.5,green,74.0,green,24.5,yellow,54.0,yellow,24.0,green,86.0,green,25.0,yellow,56.0
445,2022-04-29,green,25.0,yellow,60.0,yellow,22.5,yellow,43.0,green,23.0,green,64.0,yellow,23.5,green,61.0,green,23.0,red,30.0,blue,,blue,,yellow,21.5,green,78.0,green,25.0,yellow,60.0,green,23.5,green,94.0,green,25.5,green,74.0
446,2022-04-30,green,25.5,yellow,58.0,yellow,23.0,green,69.0,green,23.5,green,71.0,yellow,23.0,green,69.0,green,23.5,red,37.0,blue,,blue,,yellow,23.5,green,76.0,yellow,24.5,green,74.0,yellow,25.0,green,95.0,yellow,25.5,green,94.0
447,2022-05-01,green,25.0,yellow,59.0,yellow,23.0,green,65.0,green,23.0,green,72.0,yellow,23.5,green,69.0,green,23.5,red,38.0,blue,,blue,,red,22.0,green,79.0,green,24.5,yellow,59.0,yellow,23.5,green,92.0,green,25.5,green,67.0
448,2022-05-02,green,24.5,yellow,54.0,green,22.0,green,61.0,green,22.5,green,73.0,yellow,22.5,green,62.0,green,22.5,red,36.0,blue,,blue,,green,21.5,green,67.0,yellow,24.0,yellow,49.0,green,23.5,green,89.0,green,24.5,yellow,56.0
449,2022-05-03,green,24.5,yellow,51.0,green,22.0,yellow,59.0,green,22.5,green,64.0,green,22.5,green,68.0,green,22.0,red,30.0,blue,,blue,,yellow,22.0,green,77.0,green,23.5,yellow,57.0,yellow,24.0,green,95.0,green,24.5,green,78.0
450,2022-05-04,green,24.0,yellow,53.0,green,21.5,yellow,57.0,green,21.5,green,62.0,yellow,22.5,yellow,41.0,green,21.5,red,30.0,blue,,blue,,yellow,19.0,green,71.0,yellow,24.0,red,38.0,yellow,21.5,green,92.0,green,24.5,yellow,56.0
451,2022-05-05,green,24.0,yellow,49.0,green,20.5,yellow,57.0,green,21.5,yellow,55.0,yellow,22.0,red,35.0,green,21.0,red,28.0,blue,,blue,,yellow,19.0,green,69.0,yellow,23.0,red,38.0,green,22.0,green,92.0,green,24.0,green,81.0
452,2022-05-06,green,24.5,yellow,46.0,green,21.0,yellow,53.0,green,22.0,yellow,53.0,green,22.5,red,30.0,green,20.5,red,24.0,blue,,blue,,yellow,19.5,green,68.0,green,24.0,red,35.0,green,22.0,green,89.0,green,24.0,green,82.0
453,2022-05-07,green,23.5,yellow,49.0,yellow,21.5,yellow,59.0,green,21.0,yellow,59.0,yellow,22.5,red,36.0,green,20.5,red,29.0,blue,,blue,,yellow,21.0,green,71.0,yellow,24.0,red,31.0,green,23.0,green,93.0,yellow,24.5,green,75.0
454,2022-05-08,green,23.0,yellow,50.0,yellow,22.0,yellow,51.0,green,21.0,yellow,54.0,green,22.5,red,34.0,green,21.0,red,37.0,blue,,blue,,green,21.0,green,74.0,green,24.0,red,36.0,green,23.0,green,94.0,green,25.0,green,78.0
455,2022-05-09,green,25.5,yellow,53.0,green,25.0,yellow,57.0,green,24.0,yellow,43.0,green,24.5,red,29.0,green,24.5,red,23.0,blue,,blue,,green,25.5,green,76.0,green,25.5,yellow,57.0,green,26.5,green,99.0,green,26.5,green,98.0
456,2022-05-10,yellow,27.0,yellow,56.0,green,27.0,yellow,57.0,yellow,25.5,yellow,49.0,yellow,26.0,red,28.0,yellow,26.5,red,30.0,blue,,blue,,yellow,26.5,green,75.0,green,27.5,green,64.0,yellow,27.5,green,99.0,green,28.0,green,99.0
457,2022-05-11,yellow,28.5,yellow,54.0,yellow,28.5,green,68.0,yellow,27.0,yellow,51.0,yellow,27.5,red,39.0,yellow,28.0,red,34.0,blue,,blue,,yellow,28.0,green,79.0,yellow,28.5,green,79.0,yellow,28.5,green,96.0,yellow,29.5,green,99.0
458,2022-05-12,red,28.5,yellow,56.0,red,28.0,green,69.0,red,27.0,yellow,53.0,red,27.5,red,39.0,red,28.0,red,34.0,blue,,blue,,red,28.0,green,81.0,red,28.0,green,85.0,red,28.5,green,99.0,yellow,29.0,green,98.0
459,2022-05-13,red,27.0,green,66.0,yellow,26.5,yellow,57.0,red,25.5,yellow,56.0,yellow,25.5,red,34.0,red,26.5,red,40.0,blue,,blue,,yellow,27.0,green,78.0,yellow,27.0,green,76.0,yellow,27.5,green,99.0,yellow,28.0,green,99.0
460,2022-05-14,red,27.0,green,62.0,red,26.5,yellow,50.0,red,25.5,yellow,59.0,red,25.5,red,32.0,red,26.5,red,39.0,blue,,blue,,red,27.0,green,87.0,yellow,26.5,green,79.0,red,27.5,green,99.0,yellow,27.5,green,98.0
461,2022-05-15,green,25.5,yellow,59.0,yellow,25.0,red,37.0,yellow,23.5,yellow,53.0,yellow,24.0,red,28.0,yellow,24.5,red,35.0,blue,,blue,,green,25.5,green,81.0,green,25.5,green,74.0,green,26.5,green,99.0,green,26.5,green,99.0
462,2022-05-16,yellow,25.5,green,63.0,yellow,23.0,red,33.0,yellow,23.0,yellow,59.0,red,22.5,red,34.0,yellow,23.5,red,36.0,blue,,blue,,yellow,24.5,green,76.0,yellow,24.0,green,73.0,yellow,25.5,green,96.0,yellow,25.0,green,99.0
463,2022-05-17,yellow,25.5,yellow,60.0,green,24.0,yellow,54.0,yellow,24.0,yellow,54.0,yellow,23.5,red,30.0,yellow,24.5,red,36.0,blue,,blue,,yellow,24.5,green,82.0,green,25.0,green,77.0,green,26.0,green,96.0,green,26.0,green,98.0
464,2022-05-18,yellow,24.5,yellow,51.0,yellow,23.5,red,37.0,yellow,23.0,red,39.0,yellow,23.0,red,22.0,yellow,23.5,red,29.0,blue,,blue,,yellow,24.0,green,74.0,yellow,24.5,green,74.0,yellow,25.0,green,99.0,yellow,25.5,green,99.0
465,2022-05-19,yellow,24.5,yellow,57.0,yellow,24.0,red,34.0,yellow,23.5,red,34.0,red,23.0,red,31.0,yellow,24.0,red,30.0,blue,,blue,,yellow,24.0,green,89.0,red,24.5,green,78.0,yellow,24.0,green,99.0,yellow,26.0,green,99.0
466,2022-05-20,green,26.5,green,55.0,green,26.5,yellow,56.0,green,25.5,red,34.0,green,26.0,red,35.0,green,26.0,yellow,57.0,blue,,blue,,green,25.5,green,99.0,green,27.0,green,85.0,green,25.5,green,98.0,green,27.5,green,99.0
467,2022-05-21,green,23.5,red,30.0,green,22.0,yellow,59.0,green,22.5,red,30.0,green,21.5,red,34.0,green,22.0,red,39.0,blue,,blue,,green,21.0,green,96.0,green,23.0,green,79.0,green,21.0,green,99.0,green,24.5,green,98.0
